Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2002,NH,Full-Service Providers,"3,959,601","3,990,919","2,137,176",NA,"125,598","10,213,294"
2002,NJ,Full-Service Providers,"27,121,145","34,873,480","10,847,308",NA,"526,112","73,368,045"
2002,NM,Full-Service Providers,"5,238,134","6,999,541","5,315,758",NA,"1,653,484","19,206,917"
2002,NV,Full-Service Providers,"9,702,083","7,537,882","11,372,586",NA,"591,721","29,204,272"
2002,NY,Full-Service Providers,"44,003,075","45,928,360","21,778,604",NA,"12,221,933","123,931,972"
2002,OH,Full-Service Providers,"45,618,743","33,653,994","49,554,936",NA,"4,142,972","132,970,645"
2002,OK,Full-Service Providers,"19,927,272","13,097,069","12,897,521",NA,"3,563,604","49,485,466"
2002,OR,Full-Service Providers,"17,553,984","14,901,886","12,295,887",NA,"503,416","45,255,173"
2002,PA,Full-Service Providers,"45,374,672","37,130,459","44,884,494",NA,"1,298,137","128,687,762"
2002,RI,Full-Service Providers,"2,825,527","2,836,366","959,163",NA,"12,068","6,633,124"
2002,SC,Full-Service Providers,"26,786,631","18,156,632","31,926,073",NA,"950,056","77,819,392"
2002,SD,Full-Service Providers,"3,733,016","3,062,101","1,603,878",NA,"537,806","8,936,801"
2002,TN,Full-Service Providers,"38,751,810","26,523,396","31,845,313",NA,"1,112,508","98,233,027"
2002,TX,Full-Service Providers,"121,435,110","87,745,805","102,251,054",NA,"9,413,880","320,845,849"
2002,UT,Full-Service Providers,"6,938,291","8,462,993","7,019,410",NA,"846,494","23,267,188"
2002,VA,Full-Service Providers,"40,210,523","29,936,689","19,488,910",NA,"10,669,187","100,305,309"
2002,VT,Full-Service Providers,"2,046,818","1,945,838","1,591,682",NA,"44,925","5,629,263"
2002,WA,Full-Service Providers,"32,065,997","24,309,634","14,703,473",NA,"3,236,725","74,315,829"
2002,WI,Full-Service Providers,"21,575,371","19,143,997","25,533,710",NA,"746,218","66,999,296"
2002,WV,Full-Service Providers,"10,444,146","7,039,028","10,902,031",NA,"77,917","28,463,122"
2002,WY,Full-Service Providers,"2,232,285","3,027,372","7,452,648",NA,"161,755","12,874,060"
2002,US,Full-Service Providers,"1,248,349,458","1,036,366,268","937,138,192",NA,"102,238,786","3,324,092,704"
2002,CA,Energy-Only Providers,"421,695","11,431,412","10,761,619",NA,"26,619","22,641,345"
2002,CT,Energy-Only Providers,"173,615","82,292","133,693",NA,609,"390,209"
2002,DC,Energy-Only Providers,"129,824","5,009,727",0,NA,"308,246","5,447,797"
2002,DE,Energy-Only Providers,0,"36,837","1,118,264",NA,0,"1,155,101"
2002,IL,Energy-Only Providers,0,"5,567,226","10,088,959",NA,"911,650","16,567,835"
2002,MA,Energy-Only Providers,"255,041","6,610,702","2,870,150",NA,"91,881","9,827,774"
2002,MD,Energy-Only Providers,"731,854","3,508,923","4,521,096",NA,"346,581","9,108,454"
2002,ME,Energy-Only Providers,"3,818,809","3,449,823","3,098,667",NA,"48,853","10,416,152"
2002,MI,Energy-Only Providers,0,"2,655,016","1,845,186",NA,0,"4,500,202"
2002,MT,Energy-Only Providers,"1,076","533,465","1,965,008",NA,"8,653","2,508,202"
2002,NH,Energy-Only Providers,"42,919","33,580","85,116",NA,"8,478","170,093"
2002,NJ,Energy-Only Providers,"50,229","555,801","628,545",NA,0,"1,234,575"
2002,NY,Energy-Only Providers,"2,453,955","16,342,158","3,369,401",NA,"1,342,630","23,508,144"
2002,OH,Energy-Only Providers,"5,244,900","6,270,179","8,916,574",NA,"4,800","20,436,453"
2002,PA,Energy-Only Providers,"3,355,284","5,501,420","2,205,057",NA,"70,347","11,132,108"
2002,RI,Energy-Only Providers,"3,360","479,477","372,079",NA,"72,659","927,575"
2002,VA,Energy-Only Providers,"147,850","62,301","31,998",NA,"71,112","313,261"
2002,WA,Energy-Only Providers,0,0,"1,088,027",NA,0,"1,088,027"
2002,US,Energy-Only Providers,"16,830,411","68,130,339","53,099,439",NA,"3,313,118","141,373,307"
2001,AK,Total Electric Industry,"1,891,468","2,289,011","1,079,423",NA,"194,178","5,454,080"
2001,AL,Total Electric Industry,"27,802,207","18,868,139","31,949,084",NA,"738,828","79,358,258"
2001,AR,Total Electric Industry,"15,103,946","9,153,493","16,734,270",NA,"740,740","41,732,449"
2001,AZ,Total Electric Industry,"26,200,172","22,045,220","11,376,746",NA,"2,652,166","62,274,304"
2001,CA,Total Electric Industry,"76,667,632","96,459,340","63,041,253",NA,"11,590,553","247,758,778"
2001,CO,Total Electric Industry,"14,470,251","17,889,638","10,918,384",NA,"957,765","44,236,038"
2001,CT,Total Electric Industry,"11,974,617","12,442,208","5,572,234",NA,"551,699","30,540,758"
2001,DC,Total Electric Industry,"1,698,868","8,538,825","280,914",NA,"361,865","10,880,472"
2001,DE,Total Electric Industry,"3,733,993","3,605,434","3,977,532",NA,"61,667","11,378,626"
2001,FL,Total Electric Industry,"101,377,095","73,957,635","19,854,252",NA,"5,563,151","200,752,133"
2001,GA,Total Electric Industry,"44,380,213","37,838,787","33,940,715",NA,"1,630,758","117,790,473"
2001,HI,Total Electric Industry,"2,802,470","3,129,441","3,789,894",NA,"62,758","9,784,563"
2001,IA,Total Electric Industry,"12,429,672","8,512,208","16,238,196",NA,"2,263,679","39,443,755"
2001,ID,Total Electric Industry,"6,905,546","6,543,349","7,305,412",NA,"341,710","21,096,017"
2001,IL,Total Electric Industry,"41,820,005","43,135,422","40,779,944",NA,"10,298,178","136,033,549"
2001,IN,Total Electric Industry,"29,419,675","25,550,784","42,079,603",NA,"683,906","97,733,968"
2001,KS,Total Electric Industry,"12,062,329","12,786,614","10,569,144",NA,"428,864","35,846,951"
2001,KY,Total Electric Industry,"23,698,316","14,337,928","38,676,360",NA,"3,262,895","79,975,499"
2001,LA,Total Electric Industry,"25,800,335","17,721,987","28,574,383",NA,"2,596,046","74,692,751"
2001,MA,Total Electric Industry,"17,983,531","24,126,800","9,757,211",NA,"628,533","52,496,075"
2001,MD,Total Electric Industry,"24,294,096","26,243,614","10,176,724",NA,"925,586","61,640,020"
2001,ME,Total Electric Industry,"3,902,940","3,779,036","4,412,593",NA,"57,428","12,151,997"
2001,MI,Total Electric Industry,"32,304,798","35,025,499","34,174,112",NA,"904,938","102,409,347"
2001,MN,Total Electric Industry,"19,399,686","19,799,222","20,767,343",NA,"720,601","60,686,852"
2001,MO,Total Electric Industry,"30,168,329","26,028,729","15,814,713",NA,"1,201,386","73,213,157"
2001,MS,Total Electric Industry,"16,855,661","11,357,412","15,268,360",NA,"805,432","44,286,865"
2001,MT,Total Electric Industry,"3,886,224","3,865,679","3,370,259",NA,"324,496","11,446,658"
2001,NC,Total Electric Industry,"46,200,716","37,744,147","32,931,139",NA,"2,150,941","119,026,943"
2001,ND,Total Electric Industry,"3,479,809","3,070,650","2,753,243",NA,"506,055","9,809,757"
2001,NE,Total Electric Industry,"8,638,208","7,232,147","7,327,582",NA,"1,524,703","24,722,640"
2001,NH,Total Electric Industry,"3,789,290","3,910,770","2,482,550",NA,"132,941","10,315,551"
2001,NJ,Total Electric Industry,"25,491,423","34,445,279","12,706,552",NA,"534,136","73,177,390"
2001,NM,Total Electric Industry,"4,999,477","6,843,577","5,271,879",NA,"1,611,661","18,726,594"
2001,NV,Total Electric Industry,"9,606,869","6,693,111","11,238,936",NA,"628,377","28,167,293"
2001,NY,Total Electric Industry,"44,235,593","60,806,218","25,449,717",NA,"13,689,232","144,180,760"
2001,OH,Total Electric Industry,"47,346,163","39,372,078","65,098,733",NA,"3,980,740","155,797,714"
2001,OK,Total Electric Industry,"19,795,853","13,551,964","13,356,189",NA,"2,962,719","49,666,725"
2001,OR,Total Electric Industry,"17,502,996","14,816,355","13,084,361",NA,"481,118","45,884,830"
2001,PA,Total Electric Industry,"46,029,989","40,552,670","47,383,320",NA,"1,305,954","135,271,933"
2001,RI,Total Electric Industry,"2,699,059","3,240,057","1,385,911",NA,"67,890","7,392,917"
2001,SC,Total Electric Industry,"24,874,643","17,484,201","31,527,678",NA,"945,845","74,832,367"
2001,SD,Total Electric Industry,"3,580,418","2,915,072","1,666,098",NA,"465,411","8,626,999"
2001,TN,Total Electric Industry,"36,931,534","25,973,834","32,148,645",NA,"1,076,705","96,130,718"
2001,TX,Total Electric Industry,"117,342,779","87,912,113","98,208,408",NA,"14,580,874","318,044,174"
2001,UT,Total Electric Industry,"6,692,983","8,262,123","7,411,434",NA,"850,768","23,217,308"
2001,VA,Total Electric Industry,"37,325,231","29,065,836","19,701,918",NA,"10,360,190","96,453,175"
2001,VT,Total Electric Industry,"2,009,403","1,925,563","1,608,429",NA,"42,051","5,585,446"
2001,WA,Total Electric Industry,"31,608,471","23,840,525","19,338,924",NA,"3,707,327","78,495,247"
2001,WI,Total Electric Industry,"20,417,899","18,677,917","25,370,339",NA,"752,138","65,218,293"
2001,WV,Total Electric Industry,"9,828,180","6,785,667","10,978,083",NA,"77,502","27,669,432"
2001,WY,Total Electric Industry,"2,145,532","2,915,188","7,700,184",NA,"188,601","12,949,505"
2001,US,Total Electric Industry,"1,201,606,593","1,083,068,516","996,609,310",NA,"113,173,685","3,394,458,104"
2001,AK,Full-Service Providers,"1,891,468","2,289,011","1,079,423",NA,"194,178","5,454,080"
2001,AL,Full-Service Providers,"27,802,207","18,868,139","31,949,084",NA,"738,828","79,358,258"
2001,AR,Full-Service Providers,"15,103,946","9,153,493","16,734,270",NA,"740,740","41,732,449"
2001,AZ,Full-Service Providers,"26,200,172","22,045,220","11,376,746",NA,"2,652,166","62,274,304"
2001,CA,Full-Service Providers,"76,050,291","92,058,384","58,383,849",NA,"11,168,386","237,660,910"
2001,CO,Full-Service Providers,"14,470,251","17,889,638","10,918,384",NA,"957,765","44,236,038"
2001,CT,Full-Service Providers,"11,960,742","12,442,049","5,572,234",NA,"551,699","30,526,724"
2001,DC,Full-Service Providers,"1,676,457","6,460,043","279,730",NA,"150,018","8,566,248"
2001,DE,Full-Service Providers,"3,733,498","3,447,866","3,216,992",NA,"61,667","10,460,023"
2001,FL,Full-Service Providers,"101,377,095","73,957,635","19,854,252",NA,"5,563,151","200,752,133"
2001,GA,Full-Service Providers,"44,380,213","37,838,787","33,940,715",NA,"1,630,758","117,790,473"
2001,HI,Full-Service Providers,"2,802,470","3,129,441","3,789,894",NA,"62,758","9,784,563"
2001,IA,Full-Service Providers,"12,429,672","8,512,208","16,238,196",NA,"2,263,679","39,443,755"
2001,ID,Full-Service Providers,"6,905,546","6,543,349","7,305,412",NA,"341,710","21,096,017"
2001,IL,Full-Service Providers,"41,820,005","39,361,195","34,932,799",NA,"8,149,797","124,263,796"
2001,IN,Full-Service Providers,"29,419,675","25,550,784","42,079,603",NA,"683,906","97,733,968"
2001,KS,Full-Service Providers,"12,062,329","12,786,614","10,569,144",NA,"428,864","35,846,951"
2001,KY,Full-Service Providers,"23,698,316","14,337,928","38,676,360",NA,"3,262,895","79,975,499"
2001,LA,Full-Service Providers,"25,800,335","17,721,987","28,574,383",NA,"2,596,046","74,692,751"
2001,MA,Full-Service Providers,"17,981,485","20,928,628","9,524,580",NA,"554,219","48,988,912"
2001,MD,Full-Service Providers,"23,900,720","24,977,395","9,562,506",NA,"742,135","59,182,756"
2001,ME,Full-Service Providers,"619,222","2,067,849","1,280,028",NA,"17,572","3,984,671"
2001,MI,Full-Service Providers,"32,304,798","34,772,494","33,794,513",NA,"904,938","101,776,743"
2001,MN,Full-Service Providers,"19,399,686","19,799,222","20,767,343",NA,"720,601","60,686,852"
2001,MO,Full-Service Providers,"30,168,329","26,028,729","15,814,713",NA,"1,201,386","73,213,157"
2001,MS,Full-Service Providers,"16,855,661","11,357,412","15,268,360",NA,"805,432","44,286,865"
2001,MT,Full-Service Providers,"3,885,138","3,306,550","2,082,988",NA,"324,496","9,599,172"
2001,NC,Full-Service Providers,"46,200,716","37,744,147","32,931,139",NA,"2,150,941","119,026,943"
2001,ND,Full-Service Providers,"3,479,809","3,070,650","2,753,243",NA,"506,055","9,809,757"
2001,NE,Full-Service Providers,"8,638,208","7,232,147","7,327,582",NA,"1,524,703","24,722,640"
2001,NH,Full-Service Providers,"3,789,290","3,909,586","2,482,550",NA,"132,941","10,314,367"
2001,NJ,Full-Service Providers,"25,347,986","32,788,232","11,479,542",NA,"520,104","70,135,864"
2001,NM,Full-Service Providers,"4,999,477","6,843,577","5,271,879",NA,"1,611,661","18,726,594"
2001,NV,Full-Service Providers,"9,606,869","6,693,111","11,238,936",NA,"628,377","28,167,293"
2001,NY,Full-Service Providers,"42,374,596","47,364,655","23,349,338",NA,"12,506,560","125,595,149"
2001,OH,Full-Service Providers,"45,784,318","37,002,089","57,833,918",NA,"3,817,716","144,438,041"
2001,OK,Full-Service Providers,"19,795,853","13,551,964","13,356,189",NA,"2,962,719","49,666,725"
2001,OR,Full-Service Providers,"17,502,996","14,816,355","13,084,361",NA,"481,118","45,884,830"
2001,PA,Full-Service Providers,"41,000,384","31,657,324","41,969,506",NA,"1,285,452","115,912,666"
2001,RI,Full-Service Providers,"2,699,059","2,583,479","1,169,082",NA,"-3,968","6,447,652"
2001,SC,Full-Service Providers,"24,874,643","17,484,201","31,527,678",NA,"945,845","74,832,367"
2001,SD,Full-Service Providers,"3,580,418","2,915,072","1,666,098",NA,"465,411","8,626,999"
2001,TN,Full-Service Providers,"36,931,534","25,973,834","32,148,645",NA,"1,076,705","96,130,718"
2001,TX,Full-Service Providers,"117,228,922","87,453,725","97,785,695",NA,"14,579,159","317,047,501"
2001,UT,Full-Service Providers,"6,692,983","8,262,123","7,411,434",NA,"850,768","23,217,308"
2001,VA,Full-Service Providers,"36,982,317","28,875,303","19,634,105",NA,"10,352,410","95,844,135"
2001,VT,Full-Service Providers,"2,009,403","1,925,563","1,608,429",NA,"42,051","5,585,446"
2001,WA,Full-Service Providers,"31,608,471","23,840,525","18,167,961",NA,"3,707,327","77,324,284"
2001,WI,Full-Service Providers,"20,417,899","18,677,917","25,370,339",NA,"752,138","65,218,293"
2001,WV,Full-Service Providers,"9,828,180","6,785,667","10,978,083",NA,"77,502","27,669,432"
2001,WY,Full-Service Providers,"2,145,532","2,915,188","7,700,184",NA,"188,601","12,949,505"
2001,US,Full-Service Providers,"1,188,219,590","1,037,998,484","961,812,417",NA,"108,632,086","3,296,662,577"
2001,CA,Energy-Only Providers,"617,341","4,400,956","4,657,404",NA,"422,167","10,097,868"
2001,CT,Energy-Only Providers,"13,875",159,0,NA,0,"14,034"
2001,DC,Energy-Only Providers,"22,411","2,078,782","1,184",NA,"211,847","2,314,224"
2001,DE,Energy-Only Providers,495,"157,568","760,540",NA,0,"918,603"
2001,IL,Energy-Only Providers,0,"3,774,227","5,847,145",NA,"2,148,381","11,769,753"
2001,MA,Energy-Only Providers,"2,046","3,198,172","232,631",NA,"74,314","3,507,163"
2001,MD,Energy-Only Providers,"393,376","1,266,219","614,218",NA,"183,451","2,457,264"
2001,ME,Energy-Only Providers,"3,283,718","1,711,187","3,132,565",NA,"39,856","8,167,326"
2001,MI,Energy-Only Providers,0,"253,005","379,599",NA,0,"632,604"
2001,MT,Energy-Only Providers,"1,086","559,129","1,287,271",NA,0,"1,847,486"
2001,NH,Energy-Only Providers,0,"1,184",0,NA,0,"1,184"
2001,NJ,Energy-Only Providers,"143,437","1,657,047","1,227,010",NA,"14,032","3,041,526"
2001,NY,Energy-Only Providers,"1,860,997","13,441,563","2,100,379",NA,"1,182,672","18,585,611"
2001,OH,Energy-Only Providers,"1,561,845","2,369,989","7,264,815",NA,"163,024","11,359,673"
2001,PA,Energy-Only Providers,"5,029,605","8,895,346","5,413,814",NA,"20,502","19,359,267"
2001,RI,Energy-Only Providers,0,"656,578","216,829",NA,"71,858","945,265"
2001,TX,Energy-Only Providers,"113,857","458,388","422,713",NA,"1,715","996,673"
2001,VA,Energy-Only Providers,"342,914","190,533","67,813",NA,"7,780","609,040"
2001,WA,Energy-Only Providers,0,0,"1,170,963",NA,0,"1,170,963"
2001,US,Energy-Only Providers,"13,387,003","45,070,032","34,796,893",NA,"4,541,599","97,795,527"
2000,AK,Total Electric Industry,"1,854,968","2,236,477","1,036,627",NA,"181,898","5,309,970"
2000,AL,Total Electric Industry,"28,756,115","19,056,898","35,034,489",NA,"676,718","83,524,220"
2000,AR,Total Electric Industry,"14,870,777","8,746,494","17,268,195",NA,"725,722","41,611,188"
2000,AZ,Total Electric Industry,"24,843,978","21,410,702","11,975,136",NA,"2,900,229","61,130,045"
2000,CA,Total Electric Industry,"79,240,641","92,697,488","64,310,844",NA,"7,808,229","244,057,202"
2000,CO,Total Electric Industry,"14,028,934","17,989,134","9,954,783",NA,"1,047,433","43,020,284"
2000,CT,Total Electric Industry,"11,645,484","11,932,359","5,810,692",NA,"563,872","29,952,407"
2000,DC,Total Electric Industry,"1,624,101","8,331,639","272,558",NA,"387,223","10,615,521"
2000,DE,Total Electric Industry,"3,574,848","4,049,665","3,600,866",NA,"48,911","11,274,290"
2000,FL,Total Electric Industry,"99,005,605","72,129,914","18,883,859",NA,"5,823,598","195,842,976"
2000,GA,Total Electric Industry,"44,559,990","36,950,986","36,085,359",NA,"1,588,741","119,185,076"
2000,HI,Total Electric Industry,"2,764,618","3,035,747","3,833,873",NA,"56,358","9,690,596"
2000,IA,Total Electric Industry,"12,028,663","8,374,842","17,126,797",NA,"1,557,565","39,087,867"
2000,ID,Total Electric Industry,"7,006,491","7,067,854","8,407,697",NA,"352,057","22,834,099"
2000,IL,Total Electric Industry,"40,146,401","43,855,228","40,939,212",NA,"9,756,121","134,696,962"
2000,IN,Total Electric Industry,"28,648,540","20,467,905","48,040,239",NA,"618,241","97,774,925"
2000,KS,Total Electric Industry,"12,528,341","12,511,075","10,222,176",NA,"659,869","35,921,461"
2000,KY,Total Electric Industry,"23,374,472","13,932,747","37,689,295",NA,"3,319,642","78,316,156"
2000,LA,Total Electric Industry,"27,719,176","18,225,348","31,950,419",NA,"2,795,403","80,690,346"
2000,MA,Total Electric Industry,"17,562,307","23,033,271","10,533,043",NA,"644,492","51,773,113"
2000,MD,Total Electric Industry,"23,949,316","25,804,299","10,066,312",NA,"857,877","60,677,804"
2000,ME,Total Electric Industry,"3,736,802","3,712,198","4,550,515",NA,"163,462","12,162,977"
2000,MI,Total Electric Industry,"30,707,267","35,867,003","37,267,697",NA,"930,249","104,772,216"
2000,MN,Total Electric Industry,"18,629,364","11,580,320","28,842,085",NA,"730,320","59,782,089"
2000,MO,Total Electric Industry,"29,581,354","25,875,305","16,079,807",NA,"1,106,233","72,642,699"
2000,MS,Total Electric Industry,"17,192,809","11,450,760","15,856,373",NA,"836,236","45,336,178"
2000,MT,Total Electric Industry,"3,907,754","3,791,861","6,567,934",NA,"312,433","14,579,982"
2000,NC,Total Electric Industry,"46,536,517","36,858,836","34,251,859",NA,"2,208,244","119,855,456"
2000,ND,Total Electric Industry,"3,390,036","2,554,044","3,031,306",NA,"438,023","9,413,409"
2000,NE,Total Electric Industry,"8,346,035","7,040,699","7,276,085",NA,"1,686,370","24,349,189"
2000,NH,Total Electric Industry,"3,656,134","3,774,447","2,597,404",NA,"130,918","10,158,903"
2000,NJ,Total Electric Industry,"24,547,336","33,112,343","11,811,562",NA,"505,888","69,977,129"
2000,NM,Total Electric Industry,"4,937,074","6,673,562","5,492,381",NA,"1,697,659","18,800,676"
2000,NV,Total Electric Industry,"9,406,302","6,548,291","11,238,847",NA,"598,251","27,791,691"
