"DBA","BORO","STREET","ZIPCODE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE","X1","X2"
"EUGENE O'NEILL THEATRE","MANHATTAN","WEST   49 STREET",10019,"American","05/16/2013","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",8,"A","05/16/2013","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"EMPORIO","MANHATTAN","MOTT STREET",10012,"Italian","05/20/2015","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,"A","05/20/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"TANG PAVILION","MANHATTAN","WEST   55 STREET",10019,"Chinese","01/27/2016","Violations were cited in the following area(s).","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.","Not Critical",7,"A","01/27/2016","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"PETALUMA","MANHATTAN","1 AVENUE",10021,"Italian","03/29/2017","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",12,"A","03/29/2017","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"STARBUCKS","MANHATTAN","GRAND CENTRAL STATION TERMINAL",10017,"CafÃ©/Coffee/Tea","04/29/2016","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",13,"A","04/29/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"JOSEPH'S RISTORANTE","MANHATTAN","HANOVER SQUARE",10004,"Italian","03/13/2014","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",20,"B","03/13/2014","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"SWEET & VICIOUS","MANHATTAN","SPRING STREET",10012,"American","01/08/2015","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical",10,"A","01/08/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"KOA RESTAURANT","MANHATTAN","W 21ST ST",10010,"Japanese","03/24/2015","Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",26,"B","03/24/2015","04/23/2017","Pre-permit (Operational) / Re-inspection",NA,NA
"OCABANON","MANHATTAN","W 29TH ST",10001,"French","11/16/2016","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140Âº F.","Critical",26,"B","11/16/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"TST CAFE","MANHATTAN","TIMES SQ",10036,"American","02/10/2017","Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",15,"B","02/10/2017","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"Forground","MANHATTAN","E 41ST ST",10017,"CafÃ©/Coffee/Tea","10/27/2016","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",13,"A","10/27/2016","04/23/2017","Pre-permit (Operational) / Initial Inspection",NA,NA
"TIMES DELI & CAFE","MANHATTAN","WEST 44 STREET",10036,"Delicatessen","02/17/2015","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",23,"B","02/17/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"PALM RESTAURANT","MANHATTAN","WEST   50 STREET",10019,"Steak","06/04/2015","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",6,"A","06/04/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"DUNKIN' DONUTS","MANHATTAN","1 AVENUE",10009,"Donuts","06/26/2015","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,"A","06/26/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"THE JEFFREY","MANHATTAN","EAST 60TH STREET",10022,"American","01/13/2017","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical",13,"A","01/13/2017","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"CLAY","MANHATTAN","WEST   14 STREET",10011,"American","06/06/2016","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",8,"A","06/06/2016","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"SUSHI WEST","MANHATTAN","HUDSON STREET",10014,"Japanese","07/29/2014","Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",20,"B","07/29/2014","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"FALAFEL TARBOOSH","MANHATTAN","AMSTERDAM AVENUE",10031,"Middle Eastern","12/04/2013","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical",10,"A","12/04/2013","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"RADIO STAR","MANHATTAN","WEST 35 STREET",10001,"American","08/31/2015","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical",13,"A","08/31/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"AL'S DELI","MANHATTAN","7TH AVE",10123,"Delicatessen","04/09/2015","Violations were cited in the following area(s).","10I","Single service item reused, improperly stored, dispensed; not used when required.","Not Critical",7,"A","04/09/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"ASIAN FUSION","MANHATTAN","ADAM CLAYTON POWELL JR BLVD",10027,"Asian","08/25/2016","Violations were cited in the following area(s).","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.","Critical",13,"A","08/25/2016","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"JIMMYS AMERICAN GRILL & BAR","MANHATTAN","6 AVENUE",10018,"American","12/24/2015","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.","Critical",12,"A","12/24/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"SALA ONE NINE","MANHATTAN","WEST   19 STREET",10011,"Spanish","04/20/2015","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",9,"A","04/20/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"DEAN & DELUCA NEW YORK","MANHATTAN","WEST   28 STREET",10001,"American","08/10/2015","Violations were cited in the following area(s).","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","Critical",12,"A","08/10/2015","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"DOS TOROS TAQUERIA","MANHATTAN","LEXINGTON AVE",10022,"Mexican","02/15/2017","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical",11,"A","02/15/2017","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"OBAO","MANHATTAN","EAST   53 STREET",10022,"Thai","03/28/2017","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",5,"A","03/28/2017","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"REMEDY DINER","MANHATTAN","EAST HOUSTON STREET",10002,"American","10/13/2015","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",8,"A","10/13/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"ROMA PIZZA","MANHATTAN","3 AVENUE",10128,"Pizza","02/21/2014","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",5,"A","02/21/2014","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"REMEDY DINER","MANHATTAN","EAST HOUSTON STREET",10002,"American","12/01/2014","Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",12,"A","12/01/2014","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"SUITE 36/PULP","MANHATTAN","W 36TH STREET",10018,"American","12/05/2013","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",19,"B","12/05/2013","04/23/2017","Pre-permit (Operational) / Re-inspection",NA,NA
"MCDONALD'S","MANHATTAN","EAST  125 STREET",10035,"Hamburgers","12/26/2014","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",13,"A","12/26/2014","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
"OOTOYA JAPANESE RESTAURANT","MANHATTAN","WEST   18 STREET",10011,"Japanese","02/03/2015","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140Âº F.","Critical",12,"A","02/03/2015","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"BOTTLE AND BINE","MANHATTAN","2ND AVE",10022,"American","04/03/2017","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",4,"A","04/03/2017","04/23/2017","Cycle Inspection / Re-inspection",NA,NA
"TENZAN","MANHATTAN","2 AVENUE",10022,"Japanese","07/27/2016","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,"A","07/27/2016","04/23/2017","Cycle Inspection / Initial Inspection",NA,NA
